STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	今朝	けさ	Sáng nay	今朝、天気があまりよくなかったです。\nSáng nay thời tiết không đẹp lắm.	18	Nhà của Cáo N5
2	先月	せんげつ	Tháng trước	先月、イヌさんはとても忙しかったです。\nTháng trước anh Inu rất bận rộn.	18	Nhà của Cáo N5
3	去年	きょねん	Năm ngoái	去年、キツネさんの仕事は大変でしたか。\nNăm ngoái công việc của anh Kitsune có vất vả không?	18	Nhà của Cáo N5
4	忙しい	いそがしい	Bận rộn	昨日、ネコさんは忙しかったですか。\nHôm qua anh Neko có bận không?	18	Nhà của Cáo N5
5	おもしろい	おもしろい	Thú vị	あの映画はおもしろかったです。\nBộ phim đó rất hay.	18	Nhà của Cáo N5
6	気持ちがいい	きもちがいい	Dễ chịu	昨日の温泉はとても気持ちがよかったです。\nSuối nước nóng hôm qua rất dễ chịu.	18	Nhà của Cáo N5
7	楽しい	たのしい	Vui vẻ	先週のパーティーはあまり楽しくなかったです。\nBữa tiệc tuần trước không vui lắm.	18	Nhà của Cáo N5
8	大変（な）	たいへん（な）	Vất vả	先月の仕事は大変でした。\nCông việc tháng trước rất vất vả.	18	Nhà của Cáo N5
9	暇（な）	ひま（な）	Rảnh rỗi	週末、イヌさんは暇ではありませんでした。\nCuối tuần anh Inu không rảnh.	18	Nhà của Cáo N5
10	いろいろ（な）	いろいろ（な）	Đa dạng	いろいろな料理を食べました。おいしかったです。\nTôi đã ăn nhiều loại món ăn. Rất ngon.	18	Nhà của Cáo N5
