STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	今日	きょう	Hôm nay	今日イヌさんと勉強しました。\nHôm nay tôi đã học cùng anh Inu.	17	Nhà của Cáo N5
2	明日	あした	Ngày mai	明日どこかへ行きますか。\nNgày mai bạn có đi đâu không?	17	Nhà của Cáo N5
3	明後日	あさって	Ngày kia/Ngày mốt (ngày mai của ngày mai)	明後日何かしますか。\nNgày kia bạn có làm gì không?	17	Nhà của Cáo N5
4	昨日	きのう	Hôm qua	昨日テレビを見ました。\nHôm qua tôi đã xem tivi.	17	Nhà của Cáo N5
5	一昨日	おととい	Hôm kia/Hôm trước (hôm qua của hôm qua)	一昨日働きませんでした。\nHôm kia tôi đã không làm việc.	17	Nhà của Cáo N5
6	先週	せんしゅう	Tuần trước	先週ネコさんとスーパーへ行きました。\nTuần trước tôi đã đi siêu thị với anh Neko.	17	Nhà của Cáo N5
7	週末	しゅうまつ	Cuối tuần	週末どこかへ行きましたか。\nCuối tuần bạn đã đi đâu à?	17	Nhà của Cáo N5
8	家	いえ	Nhà	家でラーメンを食べました。\nTôi đã ăn mì ramen ở nhà.	17	Nhà của Cáo N5
9	部屋	へや	Phòng	部屋で本を読みました。\nTôi đã đọc sách trong phòng.	17	Nhà của Cáo N5
10	家族	かぞく	Gia đình	家族とパンを食べました。\nTôi đã ăn bánh mì cùng gia đình.	17	Nhà của Cáo N5
11	恋人	こいびと	Người yêu	恋人とレストランへ行きました。\nTôi đã đi nhà hàng với người yêu.	17	Nhà của Cáo N5
12	彼氏	かれし	Bạn trai	彼氏と行きませんでした。\nTôi đã không đi cùng bạn trai.	17	Nhà của Cáo N5
13	彼女	かのじょ	Bạn gái	彼女とジュースを飲みました。\nTôi đã uống nước trái cây cùng bạn gái.	17	Nhà của Cáo N5
14	友達	ともだち	Bạn bè	友達と公園へ行きました。\nTôi đã đi công viên cùng bạn.	17	Nhà của Cáo N5
15	ルームメイト	ルームメイト	Bạn cùng phòng	ルームメイトとご飯を食べました。\nTôi đã ăn cơm cùng bạn cùng phòng.	17	Nhà của Cáo N5
16	親友	しんゆう	Bạn thân	親友と映画を見ました。\nTôi đã xem phim cùng bạn thân.	17	Nhà của Cáo N5
17	幼馴染	おさななじみ	Bạn thuở nhỏ	幼馴染とお茶を飲みました。\nTôi đã uống trà cùng bạn thuở nhỏ.	17	Nhà của Cáo N5
18	何か	なにか	Cái gì đó	昨日何かしましたか。\nHôm qua bạn có làm gì không?	17	Nhà của Cáo N5
19	どこかへ	どこかへ	Đi đâu đó	日曜日どこかへ行きますか。\nChủ nhật bạn có đi đâu không?	17	Nhà của Cáo N5
20	会います	あいます	Gặp	キツネさんと会いました。\nTôi đã gặp anh Kitsune.	17	Nhà của Cáo N5
21	作ります	つくります	Làm / Nấu	昨日ケーキを作りました。\nHôm qua tôi đã làm bánh ngọt.	17	Nhà của Cáo N5
22	買い物します	かいものします	Mua sắm	昨日買い物しませんでした。\nHôm qua tôi đã không đi mua sắm.	17	Nhà của Cáo N5
23	食事します	しょくじします	Ăn uống	イヌさんと食事しました。\nTôi đã dùng bữa cùng anh Inu.	17	Nhà của Cáo N5
24	洗濯します	せんたくします	Giặt giũ	昨日洗濯しませんでした。\nHôm qua tôi đã không giặt quần áo.	17	Nhà của Cáo N5
25	掃除します	そうじします	Dọn dẹp	部屋を掃除しました。\nTôi đã dọn dẹp phòng.	17	Nhà của Cáo N5
26	一人で	ひとりで	Một mình	一人でデパートへ行きました。\nTôi đã đi bách hóa một mình.	17	Nhà của Cáo N5
