STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	東	ひがし	Phía Đông	銀行はレストランの東です。\nNgân hàng ở phía Đông nhà hàng.	13	Nhà của Cáo N5
2	西	にし	Phía Tây	公園は病院の西です。\nCông viên ở phía Tây bệnh viện.	13	Nhà của Cáo N5
3	南	みなみ	Phía Nam	学校は駅の南です。\nTrường học ở phía Nam nhà ga.	13	Nhà của Cáo N5
4	北	きた	Phía Bắc	ホテルは空港の北です。\nKhách sạn ở phía Bắc sân bay.	13	Nhà của Cáo N5
5	真ん中	まんなか	Ở giữa / Trung tâm	キツネさんの会社は町の真ん中です。\nCông ty của anh Kitsune ở trung tâm thành phố.	13	Nhà của Cáo N5
6	東部	とうぶ	Miền Đông	東京は日本の東部にあります。\nTokyo ở miền Đông Nhật Bản.	13	Nhà của Cáo N5
7	西部	せいぶ	Miền Tây	大阪は日本の西部にあります。\nOsaka ở miền Tây Nhật Bản.	13	Nhà của Cáo N5
8	南部	なんぶ	Miền Nam	ホーチミンはベトナムの南部にあります。\nThành phố Hồ Chí Minh ở miền Nam Việt Nam.	13	Nhà của Cáo N5
9	北部	ほくぶ	Miền Bắc	ハノイはベトナムの北部にあります。\nHà Nội ở miền Bắc Việt Nam.	13	Nhà của Cáo N5
10	中部	ちゅうぶ	Trung bộ	ダナンはベトナムの中部にあります。\nĐà Nẵng ở Trung Bộ của Việt Nam.	13	Nhà của Cáo N5
11	電車	でんしゃ	Tàu điện	うちから会社まで電車で1時間30分くらいです。\nTừ nhà đến công ty đi bằng tàu điện mất khoảng 1 tiếng 30 phút.	13	Nhà của Cáo N5
12	各駅	かくえき	Tàu dừng từng ga	うちから大学まで各駅で20分くらいです。\nTừ nhà đến trường đại học đi bằng tàu dừng từng ga mất khoảng 20 phút.	13	Nhà của Cáo N5
13	快速	かいそく	Tàu nhanh	イヌさんのうちから大学まで快速で30分くらいかかります。\nTừ nhà anh Inu đến trường đại học đi bằng tàu nhanh mất khoảng 30 phút.	13	Nhà của Cáo N5
14	急行	きゅうこう	Tàu tốc hành	駅から病院まで急行で10分くらいです。\nTừ nhà ga đến bệnh viện đi bằng tàu tốc hành mất khoảng 10 phút.	13	Nhà của Cáo N5
15	特急	とっきゅう	Tàu tốc hành đặc biệt	うちから空港まで特急で1時間くらいかかります。\nTừ nhà đến sân bay đi bằng tàu tốc hành đặc biệt mất khoảng 1 tiếng.	13	Nhà của Cáo N5
16	新幹線	しんかんせん	Tàu siêu tốc Shinkansen	東京から大阪まで新幹線で2時間半くらいです。\nTừ Tokyo đến Osaka đi bằng tàu Shinkansen mất khoảng 2 tiếng rưỡi.	13	Nhà của Cáo N5
17	地下鉄	ちかてつ	Tàu điện ngầm	銀行から図書館まで地下鉄で10分くらいかかります。\nTừ ngân hàng đến thư viện đi bằng tàu điện ngầm mất khoảng 10 phút.	13	Nhà của Cáo N5
18	自転車	じてんしゃ	Xe đạp	ネコさんのうちから会社まで自転車で20分くらいです。\nTừ nhà anh Neko đến công ty đi bằng xe đạp mất khoảng 20 phút.	13	Nhà của Cáo N5
19	歩いて	あるいて	Đi bộ	うちからスーパーまで歩いて10分くらいかかります。\nTừ nhà đến siêu thị đi bộ mất khoảng 10 phút.	13	Nhà của Cáo N5
20	バス	ばす	Xe buýt	ホテルから空港までバスで30分くらいです。\nTừ khách sạn đến sân bay đi bằng xe buýt mất khoảng 30 phút.	13	Nhà của Cáo N5
21	タクシー	たくしー	Xe taxi	病院からうちまでタクシーで10分くらいかかります。\nTừ bệnh viện về nhà đi bằng taxi mất khoảng 10 phút.	13	Nhà của Cáo N5
