STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	（お）誕生日	（お）たんじょうび	Sinh nhật	お誕生日はいつですか。\nSinh nhật bạn hôm nào vậy?	4	Nhà của Cáo N5
2	いつ	いつ	Bao giờ	お誕生日はいつですか。\nSinh nhật bạn hôm nào vậy?	4	Nhà của Cáo N5
3	何	なん	Cái gì?	お名前は何ですか。\nTên của bạn là gì?	4	Nhà của Cáo N5
4	どちら	どちら	Ở đâu	イヌさんのお国はどちらですか。\nĐất nước của anh Inu là ở đâu vậy?	4	Nhà của Cáo N5
5	１月	いちがつ	Tháng 1	私の誕生日は1月26日です。\nSinh nhật của Tôi là ngày 26 tháng 1.	4	Nhà của Cáo N5
6	２月	にがつ	Tháng 2	私の誕生日は2月2日です。\nSinh nhật của Tôi là ngày 2 tháng 2.	4	Nhà của Cáo N5
7	３月	さんがつ	Tháng 3	私の誕生日は3月30日です。\nSinh nhật của Tôi là ngày 30 tháng 3.	4	Nhà của Cáo N5
8	４月	しがつ	Tháng 4	ネコさんの誕生日は4月19日です。\nSinh nhật của Anh Neko là ngày 19 tháng 4.	4	Nhà của Cáo N5
9	５月	ごがつ	Tháng 5	イヌさんの誕生日は5月10日です。\nSinh nhật của Anh Inu là ngày 10 tháng 5.	4	Nhà của Cáo N5
10	６月	ろくがつ	Tháng 6	ネコさんの誕生日は6月7日です。\nSinh nhật của Anh Neko là ngày 7 tháng 6.	4	Nhà của Cáo N5
11	７月	しちがつ	Tháng 7	キツネさんの誕生日は7月22日です。\nSinh nhật của Anh Kitsune là ngày 22 tháng 7.	4	Nhà của Cáo N5
12	８月	はちがつ	Tháng 8	イヌさんの誕生日は8月3日です。\nSinh nhật của Anh Inu là ngày 3 tháng 8.	4	Nhà của Cáo N5
13	９月	くがつ	Tháng 9	ネコさんの誕生日は9月30日です。\nSinh nhật của Anh Neko là ngày 30 tháng 9.	4	Nhà của Cáo N5
14	１０月	じゅうがつ	Tháng 10	私の誕生日は10月8日です。\nSinh nhật của Tôi là ngày 8 tháng 10.	4	Nhà của Cáo N5
15	１１月	じゅういちがつ	Tháng 11	キツネさんの誕生日は11月6日です。\nSinh nhật của Anh Kitsune là ngày 6 tháng 11.	4	Nhà của Cáo N5
16	１２月	じゅうにがつ	Tháng 12	イヌさんの誕生日は12月2日です。\nSinh nhật của Anh Inu là ngày 2 tháng 12.	4	Nhà của Cáo N5
17	１日	ついたち	Ngày 1	キツネさんの誕生日は5月1日です。\nSinh nhật của Anh Kitsune là ngày 1 tháng 5.	4	Nhà của Cáo N5
18	２日	ふつか	Ngày 2	イヌさんの誕生日は4月2日です。\nSinh nhật của Anh Inu là ngày 2 tháng 4.	4	Nhà của Cáo N5
19	３日	みっか	Ngày 3	私の誕生日は2月3日です。\nSinh nhật của Tôi là ngày 3 tháng 2.	4	Nhà của Cáo N5
20	４日	よっか	Ngày 4	イヌさんの誕生日は3月4日です。\nSinh nhật của Anh Inu là ngày 4 tháng 3.	4	Nhà của Cáo N5
21	５日	いつか	Ngày 5	キツネさんの誕生日は11月5日です。\nSinh nhật của Anh Kitsune là ngày 5 tháng 11.	4	Nhà của Cáo N5
22	６日	むいか	Ngày 6	キツネさんの誕生日は9月6日です。\nSinh nhật của Anh Kitsune là ngày 6 tháng 9.	4	Nhà của Cáo N5
23	７日	なのか	Ngày 7	私の誕生日は7月7日です。\nSinh nhật của Tôi là ngày 7 tháng 7.	4	Nhà của Cáo N5
24	８日	ようか	Ngày 8	イヌさんの誕生日は12月8日です。\nSinh nhật của Anh Inu là ngày 8 tháng 12.	4	Nhà của Cáo N5
25	９日	ここのか	Ngày 9	イヌさんの誕生日は10月9日です。\nSinh nhật của Anh Inu là ngày 9 tháng 10.	4	Nhà của Cáo N5
26	１０日	とおか	Ngày 10	キツネさんの誕生日は6月10日です。\nSinh nhật của Anh Kitsune là ngày 10 tháng 6.	4	Nhà của Cáo N5
27	１１日	じゅういちにち	Ngày 11	キツネさんの誕生日は4月11日です。\nSinh nhật của Anh Kitsune là ngày 11 tháng 4.	4	Nhà của Cáo N5
28	１２日	じゅうににち	Ngày 12	私の誕生日は11月12日です。\nSinh nhật của Tôi là ngày 12 tháng 11.	4	Nhà của Cáo N5
29	１３日	じゅうさんにち	Ngày 13	キツネさんの誕生日は1月13日です。\nSinh nhật của Anh Kitsune là ngày 13 tháng 1.	4	Nhà của Cáo N5
30	１４日	じゅうよっか	Ngày 14	私の誕生日は2月14日です。\nSinh nhật của Tôi là ngày 14 tháng 2.	4	Nhà của Cáo N5
31	１５日	じゅうごにち	Ngày 15	私の誕生日は11月15日です。\nSinh nhật của Tôi là ngày 15 tháng 11.	4	Nhà của Cáo N5
32	１６日	じゅうろくにち	Ngày 16	私の誕生日は3月16日です。\nSinh nhật của Tôi là ngày 16 tháng 3.	4	Nhà của Cáo N5
33	１７日	じゅうしちにち / じゅうななにち	Ngày 17	ネコさんの誕生日は3月17日です。\nSinh nhật của Anh Neko là ngày 17 tháng 3.	4	Nhà của Cáo N5
34	１８日	じゅうはちにち	Ngày 18	イヌさんの誕生日は11月18日です。\nSinh nhật của Anh Inu là ngày 18 tháng 11.	4	Nhà của Cáo N5
35	１９日	じゅうくにち	Ngày 19	イヌさんの誕生日は7月19日です。\nSinh nhật của Anh Inu là ngày 19 tháng 7.	4	Nhà của Cáo N5
36	２０日	はつか	Ngày 20	イヌさんの誕生日は6月20日です。\nSinh nhật của Anh Inu là ngày 20 tháng 6.	4	Nhà của Cáo N5
37	２１日	にじゅういちにち	Ngày 21	私の誕生日は12月21日です。\nSinh nhật của Tôi là ngày 21 tháng 12.	4	Nhà của Cáo N5
38	２２日	にじゅうににち	Ngày 22	私の誕生日は5月22日です。\nSinh nhật của Tôi là ngày 22 tháng 5.	4	Nhà của Cáo N5
39	２３日	にじゅうさんにち	Ngày 23	私の誕生日は1月23日です。\nSinh nhật của Tôi là ngày 23 tháng 1.	4	Nhà của Cáo N5
40	２４日	にじゅうよっか	Ngày 24	私の誕生日は5月24日です。\nSinh nhật của Tôi là ngày 24 tháng 5.	4	Nhà của Cáo N5
41	２５日	にじゅうごにち	Ngày 25	私の誕生日は6月25日です。\nSinh nhật của Tôi là ngày 25 tháng 6.	4	Nhà của Cáo N5
42	２６日	にじゅうろくにち	Ngày 26	イヌさんの誕生日は11月26日です。\nSinh nhật của Anh Inu là ngày 26 tháng 11.	4	Nhà của Cáo N5
43	２７日	にじゅうしちにち / にじゅうななにち	Ngày 27	イヌさんの誕生日は5月27日です。\nSinh nhật của Anh Inu là ngày 27 tháng 5.	4	Nhà của Cáo N5
44	２８日	にじゅうはちにち	Ngày 28	ネコさんの誕生日は12月28日です。\nSinh nhật của Anh Neko là ngày 28 tháng 12.	4	Nhà của Cáo N5
45	２９日	にじゅうくにち	Ngày 29	ネコさんの誕生日は6月29日です。\nSinh nhật của Anh Neko là ngày 29 tháng 6.	4	Nhà của Cáo N5
46	３０日	さんじゅうにち	Ngày 30	イヌさんの誕生日は4月30日です。\nSinh nhật của Anh Inu là ngày 30 tháng 4.	4	Nhà của Cáo N5
47	３１日	さんじゅういちにち	Ngày 31	ネコさんの誕生日は7月31日です。\nSinh nhật của Anh Neko là ngày 31 tháng 7.	4	Nhà của Cáo N5
