STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	～才	～さい	Tuổi (lượng từ)	25才です。\n25 tuổi.	3	Nhà của Cáo N5
2	～円	～えん	Yên (lượng từ)	1000円です。\n1000 Yên.	3	Nhà của Cáo N4
3	1	いち	Số 1	1才です。\n1 tuổi.	3	Nhà của Cáo N5
4	2	に	Số 2	2才です。\n2 tuổi.	3	Nhà của Cáo N5
5	3	さん	Số 3	3才です。\n3 tuổi.	3	Nhà của Cáo N5
6	4	よん・し	Số 4	4才です。\n4 tuổi.	3	Nhà của Cáo N5
7	5	ご	Số 5	5才です。\n5 tuổi.	3	Nhà của Cáo N5
8	6	ろく	Số 6	6才です。\n6 tuổi.	3	Nhà của Cáo N5
9	7	なな・しち	Số 7	7才です。\n7 tuổi.	3	Nhà của Cáo N5
10	8	はち	Số 8	8才です。\n8 tuổi.	3	Nhà của Cáo N5
11	9	きゅう・く	Số 9	9才です。\n9 tuổi.	3	Nhà của Cáo N5
12	10	じゅう	Số 10	10才です。\n10 tuổi.	3	Nhà của Cáo N5
13	11	じゅういち	Số 11	11才です。\n11 tuổi.	3	Nhà của Cáo N5
14	12	じゅうに	Số 12	12才です。\n12 tuổi.	3	Nhà của Cáo N5
15	20	にじゅう	Số 20	20才です。\n20 tuổi.	3	Nhà của Cáo N5
16	23	にじゅうさん	Số 23	23才です。\n23 tuổi.	3	Nhà của Cáo N5
17	24	にじゅうよん	Số 24	24才です。\n24 tuổi.	3	Nhà của Cáo N5
18	100	ひゃく	Số 100	100円です。\n100 Yên.	3	Nhà của Cáo N5
19	135	ひゃくさんじゅうご	Số 135	135円です。\n135 Yên.	3	Nhà của Cáo N5
20	136	ひゃくさんじゅうろく	Số 136	136円です。\n136 Yên.	3	Nhà của Cáo N5
21	300	さんびゃく	Số 300	300円です。\n300 Yên.	3	Nhà của Cáo N5
22	600	ろっぴゃく	Số 600	600円です。\n600 Yên.	3	Nhà của Cáo N5
23	800	はっぴゃく	Số 800	800円です。\n800 Yên.	3	Nhà của Cáo N5
24	1000	せん	Số 1000	1000円です。\n1000 Yên.	3	Nhà của Cáo N5
25	1347	せんさんびゃくよんじゅうなな	Số 1347	1347円です。\n1347 Yên.	3	Nhà của Cáo N5
26	1658	せんろっぴゃくごじゅうはち	Số 1658	1658円です。\n1658 Yên.	3	Nhà của Cáo N5
27	2769	にせんななひゃくろくじゅうきゅう	Số 2769	2769円です。\n2769 Yên.	3	Nhà của Cáo N5
28	3000	さんぜん	Số 3000	3000円です。\n3000 Yên.	3	Nhà của Cáo N5
29	8000	はっせん	Số 8000	8000円です。\n8000 Yên.	3	Nhà của Cáo N5
30	10000	いちまん	Số 10000	10000円です。\n10000 Yên.	3	Nhà của Cáo N5
31	24680	にまんよんせんろっぴゃくはちじゅう	Số 24680	24680円です。\n24680 Yên.	3	Nhà của Cáo N5
32	1才	いっさい	1 tuổi	1才です。\n1 tuổi.	3	Nhà của Cáo N5
33	2才	にさい	2 tuổi	2才です。\n2 tuổi.	3	Nhà của Cáo N5
34	8才	はっさい	8 tuổi	8才です。\n8 tuổi.	3	Nhà của Cáo N5
35	10才	じゅっさい・じっさい	10 tuổi	10才です。\n10 tuổi.	3	Nhà của Cáo N5
36	11才	じゅういっさい	11 tuổi	11才です。\n11 tuổi.	3	Nhà của Cáo N5
37	20才	はたち・にじゅっさい	20 tuổi	20才です。\n20 tuổi.	3	Nhà của Cáo N5
38	28才	にじゅうはっさい	28 tuổi	28才です。\n28 tuổi.	3	Nhà của Cáo N5
