STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	私	わたし	Tôi	私はイヌです。\nTôi tên là Inu.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
2	（お）名前	なまえ	Tên (khi dùng với người khác thì thêm お vào trước)	お名前は何ですか。\nTên bạn là gì?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
3	（お）国	くに	Nước (khi dùng với người khác thì thêm お vào trước)	お国はどちらですか。\nBạn đến từ nước nào?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
4	日本	にほん	Nhật Bản	キツネさんは日本人です。\nAnh Kitsune là người Nhật.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
5	アメリカ	アメリカ	Mỹ	スミスさんはアメリカ人です。\nAnh Smith là người Mỹ.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
6	イタリア	イタリア	Ý	マリアさんはイタリア人ですか。\nChị Maria là người Ý phải không?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
7	オーストラリア	オーストラリア	Úc	オーストラリア人ですか。\nBạn có phải người Úc không?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
8	韓国	かんこく	Hàn Quốc	パクさんは韓国人です。\nAnh Park là người Hàn Quốc.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
9	タイ	タイ	Thái Lan	ナムさんはタイ人じゃありません。\nAnh Nam không phải là người Thái Lan.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
10	中国	ちゅうごく	Trung Quốc	リンさんは中国の学生です。\nBạn Linh là học sinh Trung Quốc.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
11	ロシア	ロシア	Nga	イワンさんはロシア人です。\nAnh Ivan là người Nga.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
12	高校	こうこう	Trung học phổ thông	高校の教師です。\nTôi là giáo viên trường trung học phổ thông.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
13	大学	だいがく	Đại học	さくらさんは大学の先生です。\nChị Sakura là giáo viên đại học.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
14	日本語学校	にほんごがっこう	Trường tiếng Nhật	日本語学校の学生ですか。\nBạn là học sinh của trường tiếng Nhật phải không?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
15	（お）仕事	しごと	Công việc (khi dùng với người khác thì thêm お vào trước)	お仕事は何ですか。\nCông việc của bạn là gì?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
16	学生	がくせい	Học sinh	私は学生です。\nTôi là học sinh.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
17	先生	せんせい	Giáo viên (dùng cho người khác)	ワットさんは先生です。\nÔng Watt là giáo viên.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
18	教師	きょうし	Giáo viên (dùng cho bản thân)	私は教師です。\nTôi là giáo viên.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
19	会社員	かいしゃいん	Nhân viên công ty (thường không kết hợp được với tên công ty)	田中さんは会社員です。\nAnh Tanaka là nhân viên công ty.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
20	〜社員	〜しゃいん	Nhân viên công ty ~ (thường có thể kết hợp với tên công ty)	ミラーさんはIMCの社員です。\nAnh Miller là nhân viên công ty IMC.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
21	〜さん	さん	Anh/chị ~	サントスさんはブラジル人です。\nAnh Santos là người Brazil.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
22	〜人	〜じん	Người ~ (ví dụ: người Nhật)	私はベトナム人です。\nTôi là người Việt Nam.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
23	どちら	どちら	Nào	お国はどちらですか。\nNước của bạn là nước nào?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
24	お国はどちらですか。	おくにはどちらですか	Bạn người nước nào?	「お国はどちらですか」「アメリカです」\n"Bạn người nước nào?" "Tôi người Mỹ."	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
25	はじめまして	はじめまして	Câu chào khi lần đầu gặp	はじめまして。私はアンです。\nRất vui được gặp bạn. Tôi là An.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
26	（どうぞ）よろしくお願いします	どうぞよろしくおねがいします	Rất mong được sự giúp đỡ của anh/chị.	はじめまして。よろしくお願いします。\nLần đầu gặp mặt, rất mong được sự giúp đỡ.	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
27	こちらこそ	こちらこそ	Tôi mới phải nói vậy.	「よろしくお願いします」「こちらこそ」\n"Rất mong được giúp đỡ" "Tôi mới phải nói vậy."	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
28	あのう	あのう	À; Bạn ơi; Anh gì ơi; Chị gì ơi	あのう、お名前は何ですか。\nÀ, tên bạn là gì vậy?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
29	すみません	すみません	Xin lỗi	すみません、お名前は？\nXin lỗi, tên bạn là gì?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
30	あのう、すみません。	あのう、すみません	À, xin lỗi.	あのう、すみません。お名前は？\nAnh gì ơi, xin lỗi. Tên anh là gì vậy ạ?	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
31	そうですか	そうですか	Vậy à.	「私は学生です」「そうですか」\n"Tôi là học sinh." "Vậy à."	1	できる日本語初級 - Dekiru Nihongo Sơ Cấp
