STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	地域	ちいき	Địa phương, khu vực	この地域について調べながら、プレゼンテーションを準備しています。\nTôi vừa tìm hiểu về địa phương này, vừa chuẩn bị bài thuyết trình.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
2	地域社会	ちいきしゃかい	Xã hội địa phương, cộng đồng	イヌさんは地域社会のためにボランティアをすると言っていた。\nAnh Inu nói rằng anh ấy sẽ làm tình nguyện vì cộng đồng địa phương.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
3	彼	かれ	Anh ấy, bạn trai	彼は日本へ来て、自分で料理をするようになる。\nTừ khi đến Nhật, anh ấy bắt đầu tự nấu ăn.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
4	彼女	かのじょ	Cô ấy, bạn gái	彼女はさっきご飯を食べたばかりです。\nCô ấy vừa mới ăn cơm xong đấy.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
5	こと	こと	Việc, chuyện	ネコさんは来月のことについて話しながら、資料を作っています。\nAnh Neko vừa làm tài liệu vừa nói về chuyện tháng sau.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
6	興味	きょうみ	Hứng thú, quan tâm	キツネさんは日本の文化に興味を持つようになる。\nAnh Kitsune bắt đầu trở nên hứng thú với văn hóa Nhật Bản.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
7	ボランティア	ボランティア	Tình nguyện viên, hoạt động tình nguyện	音楽を聞きながらボランティアの仕事をします。\nTôi vừa nghe nhạc vừa làm công việc tình nguyện.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
8	物価	ぶっか	Giá cả, vật giá	日本の物価は高いと言っていた。\nNghe nói là giá cả ở Nhật đắt đỏ lắm.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
9	敬語	けいご	Kính ngữ	日本語を勉強するようになってから、敬語を使うようになる。\nTừ sau khi học tiếng Nhật, tôi bắt đầu hình thành thói quen dùng kính ngữ.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
10	文化	ぶんか	Văn hóa	お茶を飲みながら日本の文化について話しましょう。\nChúng ta vừa uống trà vừa trò chuyện về văn hóa Nhật Bản nhé.	11	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
