STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	生活	せいかつ	Cuộc sống	日本の生活にもう慣れましたか。\nBạn đã quen với cuộc sống ở Nhật chưa?	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
2	楽しむ	たのしむ	Thưởng thức, tận hưởng	イヌさんは日本での生活を楽しんでいるんですが、時々寂しくなります。\nAnh Cún đang tận hưởng cuộc sống ở Nhật nhưng đôi khi cũng thấy nhớ nhà.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
3	美容院	びよういん	Tiệm cắt tóc/Thẩm mỹ viện	髪を切りたいんですが、いい美容院を知っていますか。\nTớ muốn đi cắt tóc, cậu có biết tiệm nào ổn không?	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
4	空港	くうこう	Sân bay	飛行機に乗るなら、成田空港が便利ですよ。\nNếu đi máy bay thì sân bay Narita tiện lắm đấy.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
5	歯科	しか	Nha khoa	歯が痛いんですが、どこの歯科に行ったらいいですか。\nTớ bị đau răng, nên đi phòng khám nha khoa nào thì tốt nhỉ?	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
6	三味線	しゃみせん	Đàn Shamisen	三味線を習いたいなら、ネコさんに聞けばいいですよ。\nNếu muốn học đàn Shamisen thì cậu cứ hỏi anh Mèo là được.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
7	種類	しゅるい	Loại, chủng loại	この店にはいろいろな種類のパンがあるんですが、どれが一番おいしいですか。\nCửa hàng này có nhiều loại bánh mì quá, không biết loại nào ngon nhất nhỉ?	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
8	水道	すいどう	Nước máy	水道が壊れたんですが、どうすればいいですか。\nVòi nước bị hỏng rồi, tớ phải làm sao bây giờ?	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
9	てんぷら	てんぷら	Món Tempura	てんぷらを作るなら、この粉を使うといいですよ。\nNếu làm Tempura thì dùng loại bột này là tốt nhất.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
10	不動産	ふどうさん	Bất động sản	新しい家を探したいんですが、いい不動産屋を知っていますか。\nTớ muốn tìm nhà mới, cậu biết chỗ môi giới bất động sản nào tốt không?	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
11	交流会	こうりゅうかい	Buổi giao lưu	交流会は3時じゃなくて、4時に始まるんですよ。\nBuổi giao lưu không phải bắt đầu lúc 3 giờ mà là 4 giờ đấy.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
12	小学校	しょうがっこう	Trường tiểu học	8時までに小学校へ行かなければなりません。\nPhải đến trường tiểu học trước 8 giờ.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
13	市役所	しやくしょ	Ủy ban thành phố	市役所へ行くなら、バスで行くといいですよ。\nNếu đi đến ủy ban thành phố thì đi xe buýt cho tiện.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
14	情報	じょうほう	Thông tin	インターネットじゃなくて、本で情報を探したほうがいいですよ。\nĐừng tìm thông tin trên mạng, nên tìm trong sách thì hơn.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
15	タオル	タオル	Khăn tắm/Khăn mặt	このタオルを使うんじゃなくて、新しいのを使ってください。\nĐừng dùng cái khăn này, hãy dùng cái mới đi.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
16	茶道	さどう	Trà đạo	茶道を習いたいんですが、どこで申し込んだらいいですか。\nTớ muốn học trà đạo, nên đăng ký ở đâu được nhỉ?	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
17	センター	センター	Trung tâm	市民センターなら、日本語を安く習えますよ。\nNếu là trung tâm dân cư thì có thể học tiếng Nhật rẻ lắm.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
18	～場	～じょう	Bãi/Nơi/Sân	駐車場じゃなくて、駐輪場に自転車を止めてください。\nĐừng để xe đạp ở bãi đỗ ô tô, hãy để ở bãi đỗ xe đạp ấy.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
19	サッカー場	サッカーじょう	Sân bóng đá	サッカー場へ行くなら、タクシーで行くといいですよ。\nNếu đi đến sân bóng đá thì bắt taxi đi cho tiện.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
20	～口	～ぐち	Cửa (ra/vào)	西口じゃなくて、東口で待ち合わせましょう。\nĐừng hẹn ở cửa Tây, hẹn nhau ở cửa Đông đi.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
21	西口	にしぐち	Cửa Tây	イヌさんは西口の近くの喫茶店にいるんですよ。\nAnh Cún đang ở quán cà phê gần cửa Tây đấy.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
22	かかる	かかる	Tốn/Mất (thời gian/tiền)	駅からここまで15分ぐらいかかるんですが、大丈夫ですか。\nTừ ga đến đây mất khoảng 15 phút, cậu đi bộ được chứ?	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
23	質問する	しつもんする	Đặt câu hỏi	分からないことがあるなら、ネコさんに質問すればいいですよ。\nNếu có chỗ nào không hiểu, cậu cứ hỏi anh Mèo là được.	4	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
