STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	体調	たいちょう	Thể trạng/Sức khỏe	キツネさんの体調がよくないらしいです。\nNghe bảo là anh Cáo thể trạng đang không được tốt.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
2	不良(な)	ふりょう（な）	Không tốt/Xấu	イヌさんは最近、体調が不良らしいですよ。\nNghe nói gần đây anh Inu sức khỏe không được tốt đâu.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
3	元気	げんき	Khỏe mạnh	キツネさんは毎日10キロも走っているから、とても元気です。\nAnh Kitsune rất khỏe vì mỗi ngày chạy tận 10 cây số.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
4	胃	い	Dạ dày	食べすぎないようにしているのに、胃が痛いです。\nDù đã cố gắng không ăn quá nhiều nhưng tôi vẫn bị đau dạ dày.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
5	痛み	いたみ	Cơn đau	この薬は痛みにいいらしいですよ。\nNghe nói thuốc này tốt cho cơn đau đấy.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
6	傷み	いたみ	Sự hư hỏng (đồ ăn)	冷蔵庫に入れないで外に置くと、食べ物が傷みます。\nNếu không cho vào tủ lạnh mà để bên ngoài thì đồ ăn sẽ bị hỏng.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
7	疲れ	つかれ	Sự mệt mỏi	疲れを取るのに、このマッサージ機を使います。\nTôi dùng máy massage này để xua tan mệt mỏi.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
8	湿布	しっぷ	Miếng dán giảm đau	肩がこった時は、湿布を貼ったらどう？\nKhi mỏi vai thì dán miếng dán thử xem sao?	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
9	うがい	うがい	Súc miệng	外から帰ったら、うがいをすることにしています。\nTôi quyết định là hễ đi đâu về là sẽ súc miệng.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
10	ジム	ジム	Phòng gym	キツネさんは、ジムに通うことにしたらしいです。\nNghe nói anh Kitsune đã quyết định đi tập gym rồi.	12	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
