STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	池	いけ	Hồ nước	池にスマホを落としてしまいました。\nTớ lỡ đánh rơi chiếc điện thoại thông minh xuống hồ mất rồi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
2	階段	かいだん	Cầu thang	階段を下りた後で、忘れ物に気づきました。\nSau khi xuống cầu thang thì tớ mới nhận ra là mình quên đồ.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
3	切符	きっぷ	Vé (tàu, xe)	切符をなくしたかもしれないから、バッグの中を確認します。\nCó lẽ tớ làm mất vé rồi nên phải kiểm tra trong túi xách xem sao.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
4	線路	せんろ	Đường ray	線路に物を落としたら、駅員さんに言ってください。\nNếu lỡ làm rơi đồ xuống đường ray thì hãy báo với nhân viên nhà ga nhé.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
5	定期券	ていきけん	Vé tháng	イヌさんは定期券を忘れてしまうかもしれません。\nAnh Inu có lẽ sẽ quên vé tháng đấy.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
6	ケース	ケース	Cái hộp, vỏ, ốp	新しいスマホケースを買った後で、古いのが見つかりました。\nSau khi mua cái ốp điện thoại mới thì tớ lại tìm thấy cái cũ.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
7	忘れ物	わすれもの	Đồ bỏ quên	電車に忘れ物をしてしまいました。\nTớ lỡ để quên đồ trên tàu mất rồi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
8	鍵	かぎ	Chìa khóa	家の鍵をかけたら、ネコさんが来ました。\nVừa mới khóa cửa nhà xong thì anh Neko đến.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
9	辺	へん	Vùng, khu vực	この辺は夜、暗いから道に迷うかもしれません。\nKhu vực này buổi tối tối lắm, có khi sẽ bị lạc đường đấy.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
10	途中	とちゅう	Giữa chừng, trên đường đi	学校へ行く途中で、キツネさんに会いました。\nTrên đường đến trường, tớ đã gặp anh Kitsune.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
11	カード	カード	Thẻ	カードをなくしてしまったので、とても困っています。\nTớ lỡ làm mất thẻ rồi nên đang rất rầu đây.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
12	銀行のカード	ぎんこうのカード	Thẻ ngân hàng	銀行のカードを使った後で、財布に入れるのを忘れました。\nSau khi dùng thẻ ngân hàng xong tớ đã quên không cất vào ví.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
13	革	かわ	Da (chất liệu)	この革の財布は高いので、なくしたら大変です。\nCái ví da này đắt lắm, nếu mà làm mất thì gay to.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
14	教科書	きょうかしょ	Sách giáo khoa	教科書を読んだ後で、宿題をします。\nSau khi đọc sách giáo khoa xong tớ sẽ làm bài tập.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
15	警官	けいかん	Cảnh sát	道に迷ったので、警官に聞いたらすぐ分かりました。\nVì bị lạc đường nên tớ hỏi cảnh sát, thế là biết đường ngay.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
16	ハート	ハート	Hình trái tim	ネコさんはハートのカードを失くしてしまいました。\nAnh Neko lỡ làm mất tấm thiệp hình trái tim mất rồi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
17	ピンク	ピンク	Màu hồng	ピンクの靴は汚れるかもしれないから、気を付けてください。\nGiày màu hồng dễ bị bẩn lắm nên hãy cẩn thận nhé.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
18	星	ほし	Ngôi sao	空を見たら、きれいな星がたくさんありました。\nKhi nhìn lên bầu trời, tớ thấy có thật nhiều ngôi sao đẹp.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
19	横長	よこなが	Hình chữ nhật nằm ngang, dài ngang	その横長のケースを選んだら, カバンに入りませんでした。\nLúc chọn cái hộp dáng dài đó xong thì tớ mới biết là nó không bỏ vừa vào cặp.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
20	大きさ	おおきさ	Độ lớn, kích thước	大きさを間違えてしまったので、交換したいです。\nTớ lỡ lấy nhầm kích cỡ rồi nên muốn đổi lại.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
21	形	かたち	Hình dáng	形が面白いから、このパンはすぐなくなるかもしれません。\nVì hình dáng thú vị nên có lẽ loại bánh mì này sẽ hết sớm thôi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
22	預かる	あずかる	Trông nom, giữ hộ	イヌさんの荷物を預かった後で、少し寝てしまいました。\nSau khi nhận trông hành lý cho anh Inu thì tớ lỡ ngủ quên mất một chút.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
23	落とす	おおとす	Làm rơi	階段で財布を落としてしまいました。\nTớ lỡ làm rơi ví ở cầu thang mất rồi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
24	なくなる	なくなる	Mất, thất lạc	鍵がなくなったら、家に入れません。\nNếu mà mất chìa khóa thì không vào được nhà đâu.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
25	自転車がなくなりました。	じてんしゃがなくなりました。	Xe đạp đã bị mất.	自転車がなくなってしまったので、歩いて帰ります。\nVì xe đạp bị mất tiêu rồi nên tớ sẽ đi bộ về.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
26	乗り過ごす	のりすごす	Đi quá ga cần xuống	寝てしまったので、駅を乗り過ごしてしまいました。\nVì ngủ quên nên tớ lỡ đi quá ga mất rồi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
27	間違い	まちがえる	Nhầm lẫn	漢字を間違えてしまったので、書き直します。\nTớ lỡ viết sai chữ Hán nên sẽ viết lại.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
28	迷う	まよう	Lạc (đường), phân vân	キツネさんは道に迷ってしまうかもしれません。\nAnh Kitsune có lẽ sẽ bị lạc đường đấy.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
29	道に迷います。	みちにまよいます。	Lạc đường.	道に迷ったら、すぐに電話してください。\nNếu bị lạc đường thì hãy gọi điện thoại ngay nhé.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
30	転ぶ	ころぶ	Ngã, té	階段で転んでしまったので, 足が痛いです。\nVì lỡ bị ngã ở cầu thang nên chân tớ đang đau quá.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
31	心配する	しんぱいする	Lo lắng	ネコさんが来ないので、みんな心配しています。\nVì anh Neko mãi không thấy đến nên mọi người đang rất lo lắng.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
32	気がつく	きがつく	Nhận ra	窓を開けたら、雪が降っているのに気がつきました。\nKhi mở cửa sổ ra, tôi mới nhận ra là trời đang mưa tuyết.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
33	付く	つく	Dính, có, kèm theo	シャツに汚れが付いてしまったから、洗わないといけません。\nLỡ bị dính vết bẩn lên áo sơ mi mất rồi nên tôi phải đi giặt thôi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
34	ポケットが付いています。	ポケットがついています。	Có túi (áo/quần)	このズボンはポケットが付いているから、便利かもしれない。\nCái quần này có túi nên chắc là tiện lắm đây.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
35	見つかる	みつかる	Được tìm thấy	なくした財布が見つかった後で、警察に行きました。\nSau khi tìm thấy chiếc ví bị mất, tôi đã đến đồn cảnh sát.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
36	出る	でる	Ra, rời khỏi	宿題を忘れてしまったので、授業に出るのが怖いです。\nVì lỡ quên bài tập về nhà mất rồi nên tôi sợ đi học quá.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
37	駅を出ます。	えきをでます。	Rời khỏi nhà ga	駅を出たら、イヌさんが待っていました。\nVừa ra khỏi ga thì tôi thấy anh Inu đang đợi sẵn ở đó.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
38	乗り換える	のりかえる	Chuyển tàu, xe	電車を乗り換えた後で、ネコさんに電話します。\nSau khi chuyển tàu xong tôi sẽ gọi cho anh Neko.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
39	連絡する	れんらくする	Liên lạc	道が混んでいるので、遅れるかもしれないと連絡しました。\nVì đường đông nên tôi đã liên lạc báo rằng có thể mình sẽ đến muộn.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
40	困る	こまる	Rắc rối, khó khăn	鍵を忘れてしまったので、キツネさんは困っています。\nVì lỡ quên chìa khóa nên anh Kitsune đang gặp rắc rối.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
41	さっき	さっき	Vừa nãy	さっきネコさんが来たから、もうすぐイヌさんも来るかもしれない。\nVừa nãy anh Neko mới đến nên có lẽ anh Inu cũng sắp đến rồi đấy.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
42	しばらく	しばらく	Một lát, một khoảng thời gian	仕事が終わった後で、しばらく休みましょう。\nSau khi làm xong việc thì chúng mình nghỉ một lát nhé.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
43	全部で	ぜんぶで	Tổng cộng	全部でお金が足りないかもしれないから、確認してください。\nCó thể sẽ không đủ tiền tổng cộng đâu nên bạn hãy kiểm tra lại nhé.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
44	急に	きゅうに	Đột nhiên	急に雨が降ってきたら、傘を買いましょう。\nNếu đột nhiên trời mưa thì mình đi mua ô tô nhé.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
45	確かに	たしかに	Chắc chắn là, đúng là	確かにキツネさんはさっきここにいたのに、どこかへ行ってしまった。\nĐúng là lúc nãy anh Kitsune còn ở đây mà giờ lại đi đâu mất tiêu rồi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
46	それが。。。	それが。。。	Cái đó thì... (dùng khi có chuyện không hay)	それが、電車に傘を忘れてしまったんです。\nChuyện là... tôi lỡ quên mất cây dù trên tàu rồi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
47	どうしよう。	どうしよう。	Làm sao bây giờ?	道を間違えてしまった！どうしよう。\nChết rồi, mình lỡ đi nhầm đường mất rồi! Làm sao bây giờ?	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
48	コインロッカー	コインロッカー	Tủ gửi đồ bằng xu	荷物をコインロッカーに入れた後で、遊びに行きました。\nSau khi cất đồ vào tủ gửi đồ, chúng tôi đã đi chơi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
49	新幹線	しんかんせん	Tàu cao tốc Shinkansen	新幹線に乗ったら、富士山が見えました。\nKhi lên tàu Shinkansen, tôi đã nhìn thấy núi Phú Sĩ.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
50	特急	とっきゅう	Tàu tốc hành	特急は高いから、イヌさんは普通電車に乗るかもしれない。\nTàu tốc hành đắt nên có lẽ anh Inu sẽ đi tàu thường thôi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
51	快速	かいそく	Tàu nhanh	快速に乗ったら、ネコさんに会いました。\nLên tàu nhanh thì tôi tình cờ gặp anh Neko.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
52	急行	きゅうこう	Tàu tốc hành (thường)	急行に乗った後で、忘れ物に気がつきました。\nSau khi lên tàu tốc hành tôi mới nhận ra là mình quên đồ.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
53	普通	ふつう	Tàu thường / Bình thường	普通電車に乗ってしまったので、約束に遅れるかもしれない。\nVì lỡ leo lên tàu thường mất rồi nên có lẽ tôi sẽ bị muộn hẹn.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
54	終点	しゅうてん	Trạm cuối, điểm cuối	終点に着いたら、キツネさんが寝ていました。\nKhi đến trạm cuối, tôi thấy anh Kitsune đang ngủ gật.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
55	終電	しゅうでん	Chuyến tàu cuối trong ngày	終電に乗れなかったら、タクシーで帰りましょう。\nNếu không kịp chuyến tàu cuối thì mình về bằng taxi nhé.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
56	タクシー	タクシー	Taxi	タクシーを呼んだ後で、財布がないことに気がつきました。\nSau khi gọi taxi xong tôi mới nhận ra là không có ví tiền.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
57	アナウンスする	アナウンスする	Thông báo (qua loa)	アナウンスを聞いたら、電車が遅れることがわかりました。\nNghe thông báo xong thì tôi mới biết là tàu sẽ bị trễ.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
58	変える	かえる	Thay đổi	予定を変えた後で、みんなに連絡してしまいました。\nSau khi đổi dự định, tôi đã lỡ liên lạc (nhầm) cho mọi người mất rồi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
59	安心する	あんしんする	Yên tâm	テストが終わったら、やっと安心しました。\nXong bài kiểm tra một cái là tôi thấy yên tâm hẳn luôn.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
60	遅刻する	ちこくする	Đến muộn	寝坊してしまったので、会議に遅刻するかもしれない。\nVì lỡ ngủ quên mất nên có lẽ tôi sẽ bị muộn họp.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
61	寝坊する	ねぼうする	Ngủ quên, ngủ nướng	昨日お酒を飲んだ後で、今朝は寝坊してしまいました。\nTối qua sau khi uống rượu xong thì sáng nay tôi đã lỡ ngủ quên mất.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
62	戻る	もどる	Quay lại	忘れ物をしたので、ネコさんは家に戻るかもしれない。\nVì quên đồ nên có lẽ anh Neko sẽ quay về nhà đấy.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
63	すぐ	すぐ	Ngay lập tức	宿題を忘れてしまったので、すぐ先生に謝りました。\nVì lỡ quên bài tập nên tôi đã xin lỗi giáo viên ngay lập tức.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
64	びっくり	びっくり	Ngạc nhiên, giật mình	ドアを開けたら、キツネさんがいたのでびっくりしました。\nVừa mở cửa ra thấy anh Kitsune làm tôi giật cả mình.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
65	本当に	ほんとうに	Thật sự	本当に雨が降るかもしれないから、傘を持っていきましょう。\nVì thực sự là trời có thể sẽ mưa đấy nên cứ mang ô đi đi.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
66	もう少し	もうすこし	Một chút nữa	もう少し待ったら、イヌさんが来るかもしれません。\nNếu đợi thêm chút nữa thì có lẽ anh Inu sẽ đến đấy.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
67	ゆっくり	ゆっくり	Thong thả, chậm rãi	映画を観た後で、ゆっくり食事をしました。\nSau khi xem phim xong, chúng tôi đã thong thả đi ăn.	5	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
