STT	Chữ Hán	Cách đọc	Ý nghĩa	Ví dụ	Unit	Giáo trình
1	会議	かいぎ	Buổi họp	会議の間に大切なメールをもらいました。\nTôi nhận được mail quan trọng trong lúc đang họp.	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
2	課長	かちょう	Trưởng phòng	課長はもうお帰りになりました。\nTrưởng phòng đã về rồi ạ.	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
3	社長	しゃちょう	Giám đốc	社長、どちらへいらっしゃいますか。\nThưa Giám đốc, ngài đang đi đâu thế ạ?	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
4	ご存じ	ごぞんじ	Biết (Tôn kính ngữ)	イヌさんの電話番号をご存じですか。\nNgài có biết số điện thoại của anh Inu không?	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
5	どなた	どなた	Ai (kính ngữ của だれ)	あちらに座っていらっしゃる方はどなたですか。\nNgười đang ngồi đằng kia là vị nào thế ạ?	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
6	ミステリー	ミステリー	(Truyện) huyền bí, (truyện) trinh thám	待っている間にミステリーの本を読みました。\nTôi đã đọc truyện trinh thám trong khi chờ đợi.	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
7	推理	すいり	(Truyện) huyền bí, (truyện) trinh thám	イヌさんは、推理小説をよくお読みになりますか。\nAnh Inu có hay đọc tiểu thuyết trinh thám không?	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
8	冒険	ぼうけん	(Truyện) phiêu lưu	頂いた冒険漫画を拝見しました。\nTôi đã đọc cuốn truyện tranh phiêu lưu của anh rồi.	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
9	ホラー	ホラー	(Truyện) kinh dị	ホラー漫画の文字を大きくしました。\nTôi đã phóng lớn chữ trong cuốn truyện tranh kinh dị.	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
10	空想科学	くうそうかがく	(Truyện) khoa học viễn tưởng	この空想科学の小説をお買いになりましたか。\nAnh đã mua cuốn tiểu thuyết khoa học viễn tưởng này chưa?	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
11	青春	せいしゅん	(Truyện) học đường	新しい青春漫画をお貸ししますね。\nTôi sẽ cho cậu mượn cuốn truyện tranh học đường mới.	7	できる日本語初中級 - Dekiru Nihongo Sơ Trung Cấp
